sentence,review_title,Sentiment_Type
reviewed many times cant stop recommend review sofitelno doubt property well mademaintained sanitised due covidbut ppl really matters spcl mention ms ruhi always welcomes u smile makes sure ur stay comfortable will put efforts make memorable one nething requiredits years v cuming year makes point make better timeso big thank u fly fb mgr cindrella mr noheed pondicherry kirsten front desk der thanx making memorable,Recommended,1
great stay sofitel bkcmahadevkirsten jinen humble gentle people really made stay comfortable assisting need making comfortable im staying home subhana attend calls within 2 rings absolutely professional staying last 14days looking forward stay sofitel future entire team amazing keep good work dont forget smile,Mr,1
friends amazing experience sofitale food service hospitality outstanding one best night spent support staff urvi priyankamahadevkirstenmayank ones made experience memorable,Fabulous experience at sofitale,1
great experience sofitel bkc hotel staff made every possible effort make stay enjoyable jinen urvi priyankamahadevkirstenmayank others excellent service,BIRTHDAY,1
great experience sofitel hospitality services offered amazing much thankful star supervisor jinen supporting staff urvi priyanka mahadev kirsten mayank many others made experience enjoyable,Experience in Sofitel,1
great experience friends sofitel service hospitality one finest special mention star supervisor jinen support staff urvi priyanka mahadevkirsten mayank others made experience memorable,Amazing experience at Sofitel,1
stay sofitel hotel great travelling son staff kind prompt service specially divyansh paresh nitesh made stay breakfast experience comfortable awesome wish best keep good work,great and prompt service by the staff divyansh paresh and nitesh,1
pleasant dinner exciting food beverages starters food excellent grilled fish baked chicken stuffing service top class enjoyable evening sofitel,Dinner at Sofitel,1
left luggage hotel checkout kept safe 2 days even 2 days went back collect helped put back car parked outside main gate even stay crossing convenience help us great time,amazing staff service really helpful,1
great staying sofitel bkc mr yuvraj really humble gentle person really made stay comfortable assisting smooth check check outs anyone planning visit hotel try touch yuvraj better experience terms exact type room one must looking forward,Amazing experience at Sofitel,1
great pleasure staying sofitelstaff professional friendly specially thank mahadev priyanka taking care us small touches really made us feel home away home,MR Ashwin,1
well organised weekend special kudos mr yuvraj ghatage fir going way make really enjoyable memorable one looking forward spending another suck weekend good measures covid times,Leisure complimentary weekend,1
visiting anniversary got excellent service highly recommend suite staff courteous felt extremely relaxing spend night looking forward next visit,Excellent service,1
nicely located business hub mumbai ideal town catching partners associates awesome bfast room dining team members much warmth enthusiasm specially pandemic kudos team yuvraj umesh roohi kristen mandar front desk aditi hk,A quick refreshing business transit,1
amazing stay special tahanka mr yuvraj ghadge kind supportive best keep good work thank mr vikas gm hospitality will love visit regards swaroop,Too good,1
husband loved stay sofitel wonderful experience time entered hotel thank kirsten front office making checkin process quick hasslefree arranging room special highlights really surprised satisfied special thanks chef vividh ensuring perfect stay lovely cake delicious snacks room everything perfect thank sofitel team keep good work,Amazing stay,1
indeed perfect stay sofitel aspects room received warm welcome room necessary amenities extra highlights newly wedded wife thank sofitel team making stay quite comforting relaxing special thanks kirsten front office arranging everything exceeding expectations alsothank chef vivid arranging special cake snacks room special day really spectacular meals dinner breakfast included wide spread buffet lipsmacking dishes made day came hungry returned happy restaurant hygienic following current safety norms strictly waiters wonderful saw attendants,The Perfect Stay,1
